collection,pmcid,doi,pmc_live_date,pubyear,journal,publisher,license_url,license_text
SAGE,PMC9412153,10.1177/08830738221114240,2022/08/26,2022,J Child Neurol,SAGE Publications,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the COVID-19 pandemic or until permissions are revoked in writing. Upon expiration of these permissions, PMC is granted a perpetual license to make this article available via PMC and Europe PMC, consistent with existing copyright protections."
SAGE,PMC9412149,10.1177/20555636221117774,2022/08/26,2022,,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons Attribution 4.0 License ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access page ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC9412148,10.1177/07067437221121111,2022/08/26,2022,Can J Psychiatry,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons Attribution 4.0 License ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access page ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC9412146,10.1177/10556656221121066,2022/08/26,2022,Cleft Palate Craniofac J,SAGE Publications,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the COVID-19 pandemic or until permissions are revoked in writing. Upon expiration of these permissions, PMC is granted a perpetual license to make this article available via PMC and Europe PMC, consistent with existing copyright protections."
SAGE,PMC9412143,10.1177/13567667221122108,2022/08/26,2022,,SAGE Publications,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the COVID-19 pandemic or until permissions are revoked in writing. Upon expiration of these permissions, PMC is granted a perpetual license to make this article available via PMC and Europe PMC, consistent with existing copyright protections."
SAGE,PMC9412142,10.1177/03611981221117538,2022/08/26,2022,Transp Res Rec,SAGE Publications,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the COVID-19 pandemic or until permissions are revoked in writing. Upon expiration of these permissions, PMC is granted a perpetual license to make this article available via PMC and Europe PMC, consistent with existing copyright protections."
SAGE,PMC9412141,10.1177/10778012221117595,2022/08/26,2022,Violence Against Women,SAGE Publications,https://creativecommons.org/licenses/by-nc/4.0/,"This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 License ( https://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ ) which permits non-commercial use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access page ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC9403530,10.1177/17511437211002352,2022/08/26,2021,J Intensive Care Soc,SAGE Publications,NA,NA
SAGE,PMC9403529,10.1177/15346501221123568,2022/08/26,2022,Clin Case Stud,SAGE Publications,NA,"This article is made available via the PMC Open Access Subset for
unrestricted re-use and analyses in any form or by any means with
acknowledgement of the original source. These permissions are granted for
the duration of the COVID-19 pandemic or until permissions are revoked in
writing. Upon expiration of these permissions, PMC is granted a perpetual
license to make this article available via PMC and Europe PMC, consistent
with existing copyright protections."
SAGE,PMC9403526,10.1177/1751143721996538,2022/08/26,2021,J Intensive Care Soc,SAGE Publications,NA,NA
