collection,pmcid,doi,pmc_live_date,pubyear,journal,publisher,license_url,license_text
WK,PMC9414181,10.1097/PRS.0000000000009386,2022/08/26,2022,Plast Reconstr Surg,Lippincott Williams & Wilkins,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the COVID-19 pandemic or until permissions are revoked in writing. Upon expiration of these permissions, PMC is granted a perpetual license to make this article available via PMC and Europe PMC, consistent with existing copyright protections."
WK,PMC9407178,10.1097/HM9.0000000000000030,2022/08/25,2022,,Lippincott Williams & Wilkins,http://creativecommons.org/licenses/by-nc-nd/4.0,"This is an open access article distributed under the terms of the Creative Commons Attribution-Non Commercial-No Derivatives License 4.0 (CCBY-NC-ND), where it is permissible to download and share the work provided it is properly cited. The work cannot be changed in any way or used commercially without permission from the journal.  http://creativecommons.org/licenses/by-nc-nd/4.0 uri https://creativecommons.org/licenses/by-nc-nd/4.0/"
WK,PMC9400545,10.1097/GOX.0000000000004522,2022/08/24,2022,Plast Reconstr Surg Glob Open,Lippincott Williams & Wilkins,Creative Commons Attribution-Non Commercial-No Derivatives License 4.0 (CCBY-NC-ND),"This is an open-access article distributed under the terms of the  Creative Commons Attribution-Non Commercial-No Derivatives License 4.0 (CCBY-NC-ND) uri https://creativecommons.org/licenses/by-nc-nd/4.0/ , where it is permissible to download and share the work provided it is properly cited. The work cannot be changed in any way or used commercially without permission from the journal."
WK,PMC9389942,10.1161/STROKEAHA.122.038650,2022/08/19,2022,Stroke,Lippincott Williams & Wilkins,Creative Commons Attribution,"Stroke yes  is published on behalf of the American Heart Association, Inc., by Wolters Kluwer Health, Inc. This is an open access article under the terms of the  Creative Commons Attribution uri https://creativecommons.org/licenses/by/4.0/  License, which permits use, distribution, and reproduction in any medium, provided that the original work is properly cited."
WK,PMC9389941,10.1161/STROKEAHA.121.038010,2022/08/19,2022,Stroke,Lippincott Williams & Wilkins,Creative Commons Attribution,"Stroke yes  is published on behalf of the American Heart Association, Inc., by Wolters Kluwer Health, Inc. This is an open access article under the terms of the  Creative Commons Attribution uri https://creativecommons.org/licenses/by/4.0/  License, which permits use, distribution, and reproduction in any medium, provided that the original work is properly cited."
WK,PMC9389938,10.1161/STROKEAHA.121.038349,2022/08/19,2022,Stroke,Lippincott Williams & Wilkins,Creative Commons Attribution,"Stroke yes  is published on behalf of the American Heart Association, Inc., by Wolters Kluwer Health, Inc. This is an open access article under the terms of the  Creative Commons Attribution uri https://creativecommons.org/licenses/by/4.0/  License, which permits use, distribution, and reproduction in any medium, provided that the original work is properly cited."
WK,PMC9389937,10.1161/STROKEAHA.122.038955,2022/08/19,2022,Stroke,Lippincott Williams & Wilkins,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the COVID-19 pandemic or until permissions are revoked in writing. Upon expiration of these permissions, PMC is granted a perpetual license to make this article available via PMC and Europe PMC, consistent with existing copyright protections."
WK,PMC9389935,10.1161/STROKEAHA.121.038454,2022/08/19,2022,Stroke,Lippincott Williams & Wilkins,Creative Commons Attribution,"Stroke yes  is published on behalf of the American Heart Association, Inc., by Wolters Kluwer Health, Inc. This is an open access article under the terms of the  Creative Commons Attribution uri https://creativecommons.org/licenses/by/4.0/  License, which permits use, distribution, and reproduction in any medium, provided that the original work is properly cited."
WK,PMC9387666,10.1097/MD.0000000000030056,2022/08/19,2022,Medicine (Baltimore),Lippincott Williams & Wilkins,Creative Commons Attribution-Non Commercial License 4.0 (CCBY-NC),"This is an open-access article distributed under the terms of the  Creative Commons Attribution-Non Commercial License 4.0 (CCBY-NC) uri https://creativecommons.org/licenses/by-nc/4.0/ , where it is permissible to download, share, remix, transform, and buildup the work provided it is properly cited. The work cannot be used commercially without permission from the journal."
WK,PMC9387663,10.1097/MD.0000000000029938,2022/08/19,2022,Medicine (Baltimore),Lippincott Williams & Wilkins,Creative Commons Attribution-Non Commercial License 4.0 (CCBY-NC),"This is an open-access article distributed under the terms of the  Creative Commons Attribution-Non Commercial License 4.0 (CCBY-NC) uri https://creativecommons.org/licenses/by-nc/4.0/ , where it is permissible to download, share, remix, transform, and buildup the work provided it is properly cited. The work cannot be used commercially without permission from the journal."
WK,PMC9387662,10.1161/CIRCOUTCOMES.122.009294,2022/08/18,2022,Circ Cardiovasc Qual Outcomes,Lippincott Williams & Wilkins,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use and analyses in any form or by any means with acknowledgement of the original source. These permissions are granted for the duration of the COVID-19 pandemic or until permissions are revoked in writing. Upon expiration of these permissions, PMC is granted a perpetual license to make this article available via PMC and Europe PMC, consistent with existing copyright protections."
WK,PMC9387660,10.1097/MD.0000000000029954,2022/08/19,2022,Medicine (Baltimore),Lippincott Williams & Wilkins,Creative Commons Attribution License 4.0 (CCBY),"This is an open access article distributed under the  Creative Commons Attribution License 4.0 (CCBY) uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
WK,PMC9387658,10.1097/MD.0000000000028185,2022/08/19,2022,Medicine (Baltimore),Lippincott Williams & Wilkins,Creative Commons Attribution-Non Commercial License 4.0 (CCBY-NC),"This is an open-access article distributed under the terms of the  Creative Commons Attribution-Non Commercial License 4.0 (CCBY-NC) uri https://creativecommons.org/licenses/by-nc/4.0/ , where it is permissible to download, share, remix, transform, and buildup the work provided it is properly cited. The work cannot be used commercially without permission from the journal."
WK,PMC9387656,10.1097/MD.0000000000029933,2022/08/19,2022,Medicine (Baltimore),Lippincott Williams & Wilkins,Creative Commons Attribution License 4.0 (CCBY),"This is an open access article distributed under the  Creative Commons Attribution License 4.0 (CCBY) uri https://creativecommons.org/licenses/by/4.0/ , which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."
WK,PMC9380153,10.1097/CCM.0000000000005589,2022/08/16,2022,Crit Care Med,Lippincott Williams & Wilkins,Creative Commons Attribution-Non Commercial-No Derivatives License 4.0 (CCBY-NC-ND),"This is an open-access article distributed under the terms of the  Creative Commons Attribution-Non Commercial-No Derivatives License 4.0 (CCBY-NC-ND) uri https://creativecommons.org/licenses/by-nc-nd/4.0/ , where it is permissible to download and share the work provided it is properly cited. The work cannot be changed in any way or used commercially without permission from the journal."
