collection,pmcid,doi,pmc_live_date,pubyear,journal,publisher,license_url,license_text
IEEE,PMC8118690,10.1109/ojemb.2021.3070825,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8118689,10.1109/OJEMB.2021.3070818,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8118688,10.1109/OJEMB.2021.3070822,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8112670,10.1109/ojemb.2021.3070827,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8112669,10.1109/OJEMB.2021.3070829,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8112667,10.1109/ojemb.2021.3070830,2021/05/18,2021,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8112671,10.1109/MPULS.2021.3066716,2021/05/18,2021,IEEE Pulse,IEEE,NA,NA
IEEE,PMC8043507,10.1109/ACCESS.2020.3037474,2021/04/28,2020,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8104253,10.1109/TR.2020.3006408,2021/05/10,2020,IEEE Trans Reliab,IEEE,NA,NA
IEEE,PMC8043503,10.1109/ACCESS.2020.3019600,2021/04/28,2020,IEEE Access,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8023427,10.1109/OJEMB.2020.3015141,2021/04/09,2020,IEEE Open J Eng Med Biol,IEEE,https://creativecommons.org/licenses/by/4.0/,"This work is licensed under a Creative Commons Attribution 4.0 License. For more information, see  https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/"
IEEE,PMC8051309,10.1109/TEM.2020.2986667,2021/04/28,2020,IEEE Trans Eng Manag,IEEE,NA,NA
