collection,pmcid,doi,pmc_live_date,pubyear,journal,publisher,license_url,license_text
NEJM,PMC8531986,10.1056/NEJMoa2110737,2021/10/27,2021,N Engl J Med,Massachusetts Medical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use, except commercial resale, and analyses in any form or by any means with acknowledgment of the original source. These permissions are granted for the duration of the Covid-19 pandemic or until revoked in writing. Upon expiration of these permissions, PMC is granted a license to make this article available via PMC and Europe PMC, subject to existing copyright protections."
NEJM,PMC8531985,10.1056/NEJMc2115596,2021/10/27,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8522799,10.1056/NEJMoa2114114,2021/10/20,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8522798,10.1056/NEJMoa2105290,2021/10/20,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8522796,10.1056/NEJMc2112974,2021/10/20,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8531987,10.1056/NEJMoa2109730,2021/10/27,2021,N Engl J Med,Massachusetts Medical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use, except commercial resale, and analyses in any form or by any means with acknowledgment of the original source. These permissions are granted for the duration of the Covid-19 pandemic or until revoked in writing. Upon expiration of these permissions, PMC is granted a license to make this article available via PMC and Europe PMC, subject to existing copyright protections."
NEJM,PMC8531984,10.1056/NEJMcpc2027096,2021/10/27,2021,N Engl J Med,Massachusetts Medical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use, except commercial resale, and analyses in any form or by any means with acknowledgment of the original source. These permissions are granted for the duration of the Covid-19 pandemic or until revoked in writing. Upon expiration of these permissions, PMC is granted a license to make this article available via PMC and Europe PMC, subject to existing copyright protections."
NEJM,PMC8522800,10.1056/NEJMoa2108163,2021/10/20,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8522797,10.1056/NEJMoa2114583,2021/10/20,2021,N Engl J Med,Massachusetts Medical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use, except commercial resale, and analyses in any form or by any means with acknowledgment of the original source. These permissions are granted for the duration of the Covid-19 pandemic or until revoked in writing. Upon expiration of these permissions, PMC is granted a license to make this article available via PMC and Europe PMC, subject to existing copyright protections."
NEJM,PMC8482810,10.1056/NEJMoa2113017,2021/10/04,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8482809,10.1056/NEJMoa2106599,2021/10/04,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8461570,10.1056/NEJMoa2110345,2021/09/27,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8461569,10.1056/NEJMcpc2107350,2021/09/27,2021,N Engl J Med,Massachusetts Medical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use, except commercial resale, and analyses in any form or by any means with acknowledgment of the original source. These permissions are granted for the duration of the Covid-19 pandemic or until revoked in writing. Upon expiration of these permissions, PMC is granted a license to make this article available via PMC and Europe PMC, subject to existing copyright protections."
NEJM,PMC8461568,10.1056/NEJMoa2114255,2021/09/27,2021,N Engl J Med,Massachusetts Medical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use, except commercial resale, and analyses in any form or by any means with acknowledgment of the original source. These permissions are granted for the duration of the Covid-19 pandemic or until revoked in writing. Upon expiration of these permissions, PMC is granted a license to make this article available via PMC and Europe PMC, subject to existing copyright protections."
NEJM,PMC8461567,10.1056/NEJMc2113468,2021/09/27,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8451184,10.1056/NEJMoa2110362,2021/09/21,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8451183,10.1056/NEJMc2112981,2021/09/21,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8451182,10.1056/NEJMc2106757,2021/09/21,2021,N Engl J Med,Massachusetts Medical Society,NA,NA
NEJM,PMC8451181,10.1056/NEJMc2113891,2021/09/21,2021,N Engl J Med,Massachusetts Medical Society,NA,"This article is made available via the PMC Open Access Subset for unrestricted re-use, except commercial resale, and analyses in any form or by any means with acknowledgment of the original source. These permissions are granted for the duration of the Covid-19 pandemic or until revoked in writing. Upon expiration of these permissions, PMC is granted a license to make this article available via PMC and Europe PMC, subject to existing copyright protections."
