collection,pmcid,pmc_live_date,pubyear,journal,publisher,license_url,license_text
SAGE,PMC8160924,2021/05/28,2021,Am J Hosp Palliat Care,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons Attribution 4.0 License ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC8150158,2021/05/28,2021,J Vis Impair Blind,SAGE Publications,NA,NA
SAGE,PMC8150156,2021/05/28,2021,Linacre Q,SAGE Publications,NA,NA
SAGE,PMC8144883,2021/05/25,2021,S Afr J Psychol,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons Attribution 4.0 License ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC8144882,2021/05/25,2021,S Afr J Psychol,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons Attribution 4.0 License ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC8144881,2021/05/25,2021,S Afr J Psychol,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons Attribution 4.0 License ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC8141700,2021/05/25,2021,,SAGE Publications,https://creativecommons.org/licenses/by-nc/4.0/,"This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 License ( https://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ ) which permits non-commercial use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC8141699,2021/05/25,2021,Am Behav Sci,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons Attribution 4.0 Lficense ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC8138262,2021/05/21,2021,Assessment,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons
Attribution 4.0 Lficense ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits
any use, reproduction and distribution of the work without further
permission provided the original work is attributed as specified on the SAGE
and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC8137864,2021/05/21,2021,Vasc Med,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons
Attribution 4.0 License ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits
any use, reproduction and distribution of the work without further
permission provided the original work is attributed as specified on the SAGE
and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC8137863,2021/05/21,2021,Palliat Med,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons
Attribution 4.0 License ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits
any use, reproduction and distribution of the work without further
permission provided the original work is attributed as specified on the SAGE
and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC8137862,2021/05/21,2021,Clin Case Stud,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons
Attribution 4.0 Lficense ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits
any use, reproduction and distribution of the work without further
permission provided the original work is attributed as specified on the SAGE
and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC8129691,2021/05/18,2021,Healthc Manage Forum,SAGE Publications,https://creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons Attribution 4.0 License ( https://creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which permits any use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
SAGE,PMC8127788,2021/05/18,2021,Glob Pediatr Health,SAGE Publications,https://creativecommons.org/licenses/by-nc/4.0/,"This article is distributed under the terms of the Creative Commons Attribution-NonCommercial 4.0 License ( https://creativecommons.org/licenses/by-nc/4.0/ uri https://creativecommons.org/licenses/by-nc/4.0/ ) which permits non-commercial use, reproduction and distribution of the work without further permission provided the original work is attributed as specified on the SAGE and Open Access page ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage )."
